"REF_DATE","GEO","DGUID","Statistics","Characteristics","Income, consumption and savings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-04","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1917","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1894","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1862","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1569","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1949","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1905","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1827","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1586","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Second income quintile","Recreation and culture","Dollars","81","units","0","v1278066823","1.3.3.17","1971","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","192","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","163","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","166","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","176","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","188","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","190","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","177","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","191","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","227","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","224","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","189","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","256","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","242","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","222","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","205","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","239","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","253","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Second income quintile","Education","Dollars","81","units","0","v1278066824","1.3.3.18","242","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1014","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","683","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","985","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","795","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","794","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","912","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1260","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1099","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1033","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1374","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1498","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1321","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1320","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1474","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1525","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1393","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1328","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Second income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066825","1.3.3.19","1513","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Second income quintile","Insurance and financial services","Dollars","81","units","0","v1278066826","1.3.3.20","1233","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Second income quintile","Insurance and financial services","Dollars","81","units","0","v1278066826","1.3.3.20","1269","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Second income quintile","Insurance and financial services","Dollars","81","units","0","v1278066826","1.3.3.20","1214","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Second income quintile","Insurance and financial services","Dollars","81","units","0","v1278066826","1.3.3.20","1198","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Second income quintile","Insurance and financial services","Dollars","81","units","0","v1278066826","1.3.3.20","1199","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Second income quintile","Insurance and financial services","Dollars","81","units","0","v1278066826","1.3.3.20","1262","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Second income quintile","Insurance and financial services","Dollars","81","units","0","v1278066826","1.3.3.20","1294","","","","0"
