"REF_DATE","GEO","DGUID","Age at time of death","Sex","Leading causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Rank of leading causes of death","Number","223","units","0","v41341055","1.1.1.8.1","41","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Rank of leading causes of death","Number","223","units","0","v41341055","1.1.1.8.1","40","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Rank of leading causes of death","Number","223","units","0","v41341055","1.1.1.8.1","42","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Rank of leading causes of death","Number","223","units","0","v41341055","1.1.1.8.1","43","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Rank of leading causes of death","Number","223","units","0","v41341055","1.1.1.8.1","43","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Rank of leading causes of death","Number","223","units","0","v41341055","1.1.1.8.1","43","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Rank of leading causes of death","Number","223","units","0","v41341055","1.1.1.8.1","42","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","2","","","","0"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","2","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","4","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","5","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","1","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","2","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","3","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","6","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","5","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","3","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","4","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","4","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","4","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","5","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","3","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","4","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","8","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","5","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","7","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","3","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","6","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","6","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","4","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Number of deaths","Number","223","units","0","v41341056","1.1.1.8.2","8","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Syphilis [A50-A53]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347416","1.1.1.8.4","0.0","","","","1"
