"REF_DATE","GEO","DGUID","Month of death","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","298","","","","0"
"1999","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","310","","","","0"
"2000","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","336","","","","0"
"2001","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","307","","","","0"
"2002","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","317","","","","0"
"2003","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","331","","","","0"
"2004","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","324","","","","0"
"2005","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","340","","","","0"
"2006","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","361","","","","0"
"2007","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","341","","","","0"
"2008","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","323","","","","0"
"2009","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","383","","","","0"
"2010","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","357","","","","0"
"2011","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","353","","","","0"
"2012","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","346","","","","0"
"2013","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","344","","","","0"
"2014","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","410","","","","0"
"2015","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","402","","","","0"
"2016","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","364","","","","0"
"2017","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","354","","","","0"
"2018","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","394","","","","0"
"2019","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","447","","","","0"
"2020","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","423","","","","0"
"2021","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","493","","","","0"
"2022","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","462","","","","0"
"2023","Newfoundland and Labrador, place of residence","2016A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","496","","","","0"
"1991","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","294","","","","0"
"1992","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","288","","","","0"
"1993","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","324","","","","0"
"1994","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","344","","","","0"
"1995","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","332","","","","0"
"1996","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","358","","","","0"
"1997","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","345","","","","0"
"1998","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","331","","","","0"
"1999","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","372","","","","0"
"2000","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","336","","","","0"
"2001","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","354","","","","0"
"2002","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","365","","","","0"
"2003","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","330","","","","0"
"2004","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","379","","","","0"
"2005","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","330","","","","0"
"2006","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","372","","","","0"
"2007","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","335","","","","0"
"2008","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","377","","","","0"
"2009","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","357","","","","0"
"2010","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","405","","","","0"
"2011","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","357","","","","0"
"2012","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","392","","","","0"
"2013","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","395","","","","0"
"2014","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","434","","","","0"
"2015","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","413","","","","0"
"2016","Newfoundland and Labrador, place of residence","2016A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","419","","","","0"
