"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040297","1.3.1.1.2","161.7","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040297","1.3.1.1.2","167.8","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040297","1.3.1.1.2","205.0","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","583.2","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","597.0","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","642.6","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","627.7","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","657.8","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","670.5","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","673.0","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","672.3","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","676.6","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","689.9","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","685.7","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","714.8","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","780.6","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","801.3","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","788.3","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","789.5","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","863.6","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040298","1.3.1.1.3","928.8","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","69.2","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","70.5","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","67.4","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","63.3","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","65.0","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","64.7","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","66.1","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","79.3","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","87.1","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","86.7","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","93.3","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","92.6","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","84.1","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","83.6","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","81.6","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","79.6","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","74.1","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Both sexes","55 years and over","Persons","249","thousands","3","v53040299","1.3.1.1.4","89.3","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","377.7","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","394.5","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","409.3","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","397.9","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","414.4","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","424.4","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","419.7","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","432.5","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","453.4","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","451.1","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","443.4","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","453.1","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","496.8","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","497.1","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","504.4","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","520.7","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","554.2","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 years and over","Persons","249","thousands","3","v53040300","1.3.1.2.1","588.3","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","71.9","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","76.7","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","75.0","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","67.2","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","77.1","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","75.2","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","68.5","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed 5 or less years earlier","Population","Males","15 to 24 years","Persons","249","thousands","3","v53040301","1.3.1.2.2","68.7","","","","1"
