"marker","lg","cM"
"Lcu.2RBY.Chr2p7948213","LG2.1",1544.65
"Lcu.2RBY.Chr2p7951826","LG2.1",1545.15
"Lcu.2RBY.Chr2p7839589","LG2.1",1546.18
"Lcu.2RBY.Chr2p8148610","LG2.1",1547.21
"Lcu.2RBY.Chr2p8833355","LG2.1",1548.76
"Lcu.2RBY.Chr2p9404349","LG2.1",1550.24
"Lcu.2RBY.Chr2p10337269","LG2.1",1551.26
"Lcu.2RBY.Chr2p10337048","LG2.1",1551.77
"Lcu.2RBY.Chr2p10001985","LG2.1",1553.19
"Lcu.2RBY.Chr2p10602483","LG2.1",1554.66
"Lcu.2RBY.Chr2p10620020","LG2.1",1559.02
"Lcu.2RBY.Chr2p10620032","LG2.1",1560.02
"Lcu.2RBY.Chr2p10463154","LG2.1",1561.72
"Lcu.2RBY.Chr2p10602555","LG2.1",1563.41
"Lcu.2RBY.Chr2p10602597","LG2.1",1563.88
"Lcu.2RBY.Chr2p10601813","LG2.1",1564.36
"Lcu.2RBY.Chr2p10408587","LG2.1",1564.85
"Lcu.2RBY.Chr2p10620245","LG2.1",1565.86
"Lcu.2RBY.Chr2p10601543","LG2.1",1566.84
"Lcu.2RBY.Chr2p10404943","LG2.1",1567.34
"Lcu.2RBY.Chr2p10601512","LG2.1",1567.85
"Lcu.2RBY.Chr2p10601458","LG2.1",1569.31
"Lcu.2RBY.Chr2p10601301","LG2.1",1574.53
"Lcu.2RBY.Chr2p73606131","LG2.2",0
"Lcu.2RBY.Chr2p1690797","LG2.2",5.13
"Lcu.2RBY.Chr2p1715365","LG2.2",5.66
"Lcu.2RBY.Chr2p1941703","LG2.2",6.17
"Lcu.2RBY.Chr2p1940795","LG2.2",6.66
"Lcu.2RBY.Chr2p1848996","LG2.2",8.22
"Lcu.2RBY.Chr2p1663169","LG2.2",9.85
"Lcu.2RBY.Chr2p909144","LG2.2",12.05
"Lcu.2RBY.Chr2p647819","LG2.2",13.67
"Lcu.2RBY.Chr2p853039","LG2.2",14.71
"Lcu.2RBY.Chr2p783567","LG2.2",15.72
"Lcu.2RBY.Chr2p1249379","LG2.2",16.72
"Lcu.2RBY.Chr2p739243","LG2.2",18.39
"Lcu.2RBY.Chr2p448177","LG2.2",21.59
"Lcu.2RBY.Chr2p448195","LG2.2",22.13
"Lcu.2RBY.Chr2p391585","LG2.2",23.26
"Lcu.2RBY.Chr2p462573","LG2.2",24.31
"Lcu.2RBY.Chr2p463049","LG2.2",25.36
"Lcu.2RBY.Chr2p380991","LG2.2",25.87
"Lcu.2RBY.Chr2p542761","LG2.2",26.36
"Lcu.2RBY.Chr2p346929","LG2.2",27.42
"Lcu.2RBY.Chr2p322128","LG2.2",29.11
"Lcu.2RBY.Chr2p322063","LG2.2",29.63
"Lcu.2RBY.Chr2p301493","LG2.2",33.36
"Lcu.2RBY.Chr3p283002197","LG3",0
"Lcu.2RBY.Chr3p151667343","LG3",9.77
"Lcu.2RBY.Chr3p151667332","LG3",11.16
"Lcu.2RBY.Chr3p151667178","LG3",18.24
"Lcu.2RBY.Chr3p151667184","LG3",18.86
"Lcu.2RBY.Chr3p151667246","LG3",20.36
"Lcu.2RBY.Chr3p188496213","LG3",29.91
"Lcu.2RBY.Chr3p177383757","LG3",37.42
"Lcu.2RBY.Chr3p177383933","LG3",38.52
"Lcu.2RBY.Chr3p177383810","LG3",39.06
"Lcu.2RBY.Chr3p175449111","LG3",41.28
"Lcu.2RBY.Chr4p358268300","LG3",43.16
"Lcu.2RBY.Chr3p170654802","LG3",48.31
"Lcu.2RBY.Chr3p170654676","LG3",50.97
"Lcu.2RBY.Chr3p176265728","LG3",52.53
"Lcu.2RBY.Chr3p180293263","LG3",53.53
"Lcu.2RBY.Chr3p180293235","LG3",54.5
"Lcu.2RBY.Chr3p180293191","LG3",55.53
"Lcu.2RBY.Chr3p181549618","LG3",56.58
"Lcu.2RBY.Chr3p176373806","LG3",57.06
"Lcu.2RBY.unitig3936p51231","LG3",58.01
"Lcu.2RBY.unitig3936p51228","LG3",60.46
"Lcu.2RBY.Chr3p188683276","LG3",64.08
"Lcu.2RBY.Chr3p184654013","LG3",66.23
"Lcu.2RBY.Chr3p182278683","LG3",68.38
"Lcu.2RBY.Chr3p176378291","LG3",69.42
"Lcu.2RBY.Chr3p176373977","LG3",70.53
"Lcu.2RBY.Chr3p178888763","LG3",71.6
"Lcu.2RBY.Chr3p169390144","LG3",72.6
"Lcu.2RBY.Chr3p169482000","LG3",73.62
"Lcu.2RBY.Chr3p170654519","LG3",76.34
"Lcu.2RBY.Chr1p468683617","LG3",80.75
"Lcu.2RBY.Chr3p170158471","LG3",85.65
"Lcu.2RBY.Chr3p151664918","LG3",87.93
"Lcu.2RBY.Chr3p153287431","LG3",89.65
"Lcu.2RBY.Chr3p152582340","LG3",91.3
"Lcu.2RBY.Chr3p154334118","LG3",92.93
"Lcu.2RBY.Chr3p150052605","LG3",94.51
"Lcu.2RBY.Chr3p154092412","LG3",95.53
"Lcu.2RBY.Chr3p153287097","LG3",96.57
"Lcu.2RBY.Chr3p152796721","LG3",97.08
"Lcu.2RBY.Chr3p154091993","LG3",97.59
"Lcu.2RBY.Chr3p153434299","LG3",98.6
"Lcu.2RBY.Chr3p152582571","LG3",100.18
"Lcu.2RBY.Chr3p154092845","LG3",102.36
"Lcu.2RBY.Chr3p154092868","LG3",103.92
"Lcu.2RBY.Chr3p154092915","LG3",104.96
"Lcu.2RBY.Chr3p154092933","LG3",106.51
"Lcu.2RBY.Chr4p338984165","LG3",108.84
"Lcu.2RBY.Chr4p338984266","LG3",111.19
"Lcu.2RBY.Chr4p338984258","LG3",113.37
"Lcu.2RBY.Chr3p134902429","LG3",114.49
"Lcu.2RBY.Chr3p134902371","LG3",115
"Lcu.2RBY.Chr3p122450623","LG3",116.53
"Lcu.2RBY.Chr3p125284032","LG3",117
"Lcu.2RBY.Chr3p122454896","LG3",117.48
"Lcu.2RBY.Chr3p126058928","LG3",117.97
"Lcu.2RBY.Chr3p127107517","LG3",118.98
"Lcu.2RBY.Chr3p125670323","LG3",120.01
"Lcu.2RBY.Chr3p122882755","LG3",121
"Lcu.2RBY.Chr3p120150733","LG3",123.13
"Lcu.2RBY.Chr3p75208350","LG3",131.91
"Lcu.2RBY.Chr3p75208336","LG3",133.09
"Lcu.2RBY.Chr3p75208352","LG3",138.88
"Lcu.2RBY.Chr3p90597722","LG3",143.6
"Lcu.2RBY.Chr3p49254227","LG3",149.24
"Lcu.2RBY.Chr3p50834699","LG3",151.33
"Lcu.2RBY.Chr3p49189955","LG3",152.37
"Lcu.2RBY.Chr3p48915995","LG3",153.36
"Lcu.2RBY.Chr3p48071980","LG3",154.34
"Lcu.2RBY.Chr3p49363420","LG3",155.41
"Lcu.2RBY.Chr3p49363739","LG3",155.94
"Lcu.2RBY.Chr3p50882031","LG3",158.63
"Lcu.2RBY.Chr3p50881975","LG3",161.24
"Lcu.2RBY.Chr3p55551820","LG3",162.74
"Lcu.2RBY.Chr3p54117217","LG3",163.74
"Lcu.2RBY.Chr3p54508621","LG3",164.72
"Lcu.2RBY.Chr3p55919418","LG3",165.2
"Lcu.2RBY.Chr3p55550621","LG3",166.2
"Lcu.2RBY.Chr3p55550666","LG3",166.69
"Lcu.2RBY.unitig3379p210548","LG3",168.67
"Lcu.2RBY.Chr3p49139329","LG3",170.67
"Lcu.2RBY.Chr3p50904625","LG3",171.68
"Lcu.2RBY.Chr3p50904619","LG3",172.18
"Lcu.2RBY.Chr3p39683692","LG3",173.69
"Lcu.2RBY.Chr3p39463860","LG3",174.28
"Lcu.2RBY.Chr3p36826659","LG3",175.48
"Lcu.2RBY.Chr3p36827245","LG3",176.5
"Lcu.2RBY.Chr3p36688419","LG3",178.17
"Lcu.2RBY.Chr3p36688463","LG3",179.2
"Lcu.2RBY.Chr3p36688525","LG3",180.33
"Lcu.2RBY.Chr3p69025654","LG3",184.71
"Lcu.2RBY.Chr3p60437714","LG3",190.82
"Lcu.2RBY.Chr3p57918007","LG3",193.91
"Lcu.2RBY.Chr3p64938375","LG3",195
"Lcu.2RBY.Chr3p58167603","LG3",197.07
"Lcu.2RBY.Chr3p64030240","LG3",199.15
"Lcu.2RBY.Chr3p66090665","LG3",201.23
"Lcu.2RBY.Chr3p61114493","LG3",202.24
"Lcu.2RBY.Chr3p58166889","LG3",202.74
"Lcu.2RBY.Chr3p60704968","LG3",203.71
"Lcu.2RBY.Chr3p57795151","LG3",205.19
"Lcu.2RBY.Chr3p65943835","LG3",206.71
"Lcu.2RBY.Chr3p58653466","LG3",207.21
"Lcu.2RBY.Chr3p64938557","LG3",207.76
"Lcu.2RBY.unitig3886p94166","LG3",211.3
"Lcu.2RBY.unitig3886p90268","LG3",213.75
"Lcu.2RBY.Chr3p106000341","LG3",214.73
"Lcu.2RBY.Chr3p85747714","LG3",215.71
"Lcu.2RBY.Chr3p115784790","LG3",216.21
"Lcu.2RBY.Chr3p88663661","LG3",216.72
"Lcu.2RBY.Chr3p111031852","LG3",218.3
"Lcu.2RBY.Chr3p111031748","LG3",218.8
"Lcu.2RBY.Chr3p111032030","LG3",220.86
"Lcu.2RBY.Chr3p111032062","LG3",221.35
"Lcu.2RBY.Chr3p117868816","LG3",222.91
"Lcu.2RBY.Chr3p117868849","LG3",223.4
"Lcu.2RBY.Chr3p116112560","LG3",224.49
"Lcu.2RBY.Chr3p74796064","LG3",225.01
"Lcu.2RBY.Chr3p80999765","LG3",226.03
"Lcu.2RBY.Chr3p113446539","LG3",227.06
"Lcu.2RBY.Chr3p74225732","LG3",228.06
"Lcu.2RBY.Chr3p73703727","LG3",229.1
"Lcu.2RBY.Chr3p106795823","LG3",230.21
"Lcu.2RBY.Chr3p111749761","LG3",230.76
"Lcu.2RBY.Chr3p111031669","LG3",231.26
"Lcu.2RBY.Chr3p77629478","LG3",232.25
"Lcu.2RBY.Chr3p84305522","LG3",233.78
"Lcu.2RBY.Chr3p103848791","LG3",234.29
"Lcu.2RBY.Chr3p103848810","LG3",234.78
"Lcu.2RBY.Chr3p83143780","LG3",235.78
"Lcu.2RBY.Chr3p82634522","LG3",236.27
"Lcu.2RBY.Chr3p75676689","LG3",237.29
"Lcu.2RBY.Chr3p82622199","LG3",238.85
"Lcu.2RBY.Chr3p83588676","LG3",240.43
"Lcu.2RBY.Chr3p76845179","LG3",241.47
"Lcu.2RBY.Chr3p104639498","LG3",242.57
"Lcu.2RBY.Chr3p83595192","LG3",244.72
"Lcu.2RBY.Chr3p111037926","LG3",246.24
"Lcu.2RBY.Chr3p96450497","LG3",247.79
"Lcu.2RBY.Chr3p97791254","LG3",249.37
"Lcu.2RBY.Chr3p111033633","LG3",250.96
"Lcu.2RBY.Chr3p95256426","LG3",251.97
"Lcu.2RBY.Chr3p120534662","LG3",252.48
"Lcu.2RBY.Chr3p120534681","LG3",252.98
"Lcu.2RBY.Chr3p120618238","LG3",254.07
"Lcu.2RBY.Chr3p117863250","LG3",255.09
"Lcu.2RBY.Chr3p111032463","LG3",255.57
"Lcu.2RBY.Chr3p109314952","LG3",256.56
"Lcu.2RBY.Chr3p93408800","LG3",257.55
"Lcu.2RBY.Chr3p107220111","LG3",258.56
"Lcu.2RBY.Chr3p113449122","LG3",259.61
"Lcu.2RBY.Chr3p92815789","LG3",261.19
"Lcu.2RBY.Chr3p99322884","LG3",262.21
"Lcu.2RBY.Chr3p86133181","LG3",262.71
"Lcu.2RBY.Chr3p115279372","LG3",263.25
"Lcu.2RBY.Chr3p90156633","LG3",263.75
"Lcu.2RBY.Chr3p111030721","LG3",264.7
"Lcu.2RBY.Chr3p111034126","LG3",265.69
"Lcu.2RBY.Chr3p111034209","LG3",266.7
"Lcu.2RBY.Chr3p111034178","LG3",267.7
"Lcu.2RBY.Chr3p77629395","LG3",270.45
"Lcu.2RBY.unitig3886p90379","LG3",287.53
"Lcu.2RBY.unitig3886p90539","LG3",290.03
"Lcu.2RBY.unitig3886p90583","LG3",291.05
"Lcu.2RBY.unitig3886p90589","LG3",292.06
"Lcu.2RBY.Chr3p2298619","LG3",296.72
"Lcu.2RBY.Chr3p2288947","LG3",297.26
"Lcu.2RBY.Chr3p2298800","LG3",298.26
"Lcu.2RBY.Chr3p2671310","LG3",299.87
"Lcu.2RBY.Chr3p5113934","LG3",300.94
"Lcu.2RBY.Chr3p4744692","LG3",301.45
"Lcu.2RBY.Chr3p4743701","LG3",303.56
"Lcu.2RBY.Chr3p5112826","LG3",305.78
"Lcu.2RBY.Chr3p4662571","LG3",306.31
"Lcu.2RBY.Chr3p4731884","LG3",307.33
"Lcu.2RBY.Chr3p4704928","LG3",308.36
"Lcu.2RBY.Chr3p1364556","LG3",311.78
"Lcu.2RBY.Chr3p1365661","LG3",313.45
"Lcu.2RBY.Chr3p1410021","LG3",313.95
"Lcu.2RBY.Chr3p1364519","LG3",314.99
"Lcu.2RBY.Chr3p1364491","LG3",315.52
"Lcu.2RBY.Chr3p757323","LG3",316.62
"Lcu.2RBY.Chr3p970186","LG3",317.11
"Lcu.2RBY.Chr3p1563074","LG3",318.07
"Lcu.2RBY.Chr3p1030788","LG3",319.06
"Lcu.2RBY.Chr3p1408302","LG3",320.1
"Lcu.2RBY.Chr3p1362184","LG3",320.6
"Lcu.2RBY.Chr3p1563243","LG3",321.59
"Lcu.2RBY.unitig3886p90647","LG3",326.26
"Lcu.2RBY.unitig3886p90607","LG3",327.82
"Lcu.2RBY.Chr3p970430","LG3",330.51
"Lcu.2RBY.Chr3p970554","LG3",332.76
"Lcu.2RBY.Chr3p260193","LG3",338.47
"Lcu.2RBY.Chr3p482291","LG3",342.64
"Lcu.2RBY.Chr3p482156","LG3",343.17
"Lcu.2RBY.Chr3p482959","LG3",344.82
"Lcu.2RBY.Chr3p483938","LG3",346.36
"Lcu.2RBY.Chr3p276646","LG3",346.87
"Lcu.2RBY.Chr3p276350","LG3",349.38
"Lcu.2RBY.Chr3p1562462","LG3",352.85
"Lcu.2RBY.Chr3p5672503","LG3",361.82
"Lcu.2RBY.Chr3p5658819","LG3",364.53
"Lcu.2RBY.Chr3p5636770","LG3",365.02
"Lcu.2RBY.Chr3p5445981","LG3",365.52
"Lcu.2RBY.Chr3p5446115","LG3",366.55
"Lcu.2RBY.Chr3p5551374","LG3",369.49
"Lcu.2RBY.Chr3p5538436","LG3",371.32
"Lcu.2RBY.Chr3p5538153","LG3",371.88
"Lcu.2RBY.Chr3p5526723","LG3",372.37
"Lcu.2RBY.Chr3p5687658","LG3",373.87
"Lcu.2RBY.Chr3p6014500","LG3",376.45
"Lcu.2RBY.Chr3p7318456","LG3",377.96
"Lcu.2RBY.Chr3p7318006","LG3",378.48
"Lcu.2RBY.Chr3p7224827","LG3",380.07
"Lcu.2RBY.Chr3p8231805","LG3",383.84
"Lcu.2RBY.Chr3p8926632","LG3",384.89
"Lcu.2RBY.Chr3p11478045","LG3",386.47
"Lcu.2RBY.Chr3p11466515","LG3",387.47
"Lcu.2RBY.Chr3p16822945","LG3",388.97
"Lcu.2RBY.Chr3p19187019","LG3",389.95
"Lcu.2RBY.Chr3p19186988","LG3",391.97
"Lcu.2RBY.Chr3p19186915","LG3",394.52
"Lcu.2RBY.Chr3p13896671","LG3",396.08
"Lcu.2RBY.Chr3p13894546","LG3",397.63
"Lcu.2RBY.Chr3p13749495","LG3",399.16
"Lcu.2RBY.Chr3p13749469","LG3",400.19
"Lcu.2RBY.Chr3p14310601","LG3",401.82
"Lcu.2RBY.Chr3p16823982","LG3",403.46
"Lcu.2RBY.Chr3p19086979","LG3",404.5
"Lcu.2RBY.Chr3p18293611","LG3",405.01
"Lcu.2RBY.Chr3p14110684","LG3",406.11
"Lcu.2RBY.Chr3p13632734","LG3",407.36
"Lcu.2RBY.Chr3p13633336","LG3",408
"Lcu.2RBY.Chr3p12128226","LG3",409.29
"Lcu.2RBY.Chr3p13633009","LG3",411.32
"Lcu.2RBY.Chr3p13632820","LG3",412.51
"Lcu.2RBY.Chr3p13633850","LG3",414.41
"Lcu.2RBY.Chr3p13633631","LG3",415.59
"Lcu.2RBY.Chr3p13633560","LG3",416.74
"Lcu.2RBY.Chr3p13633516","LG3",417.29
"Lcu.2RBY.Chr3p13633452","LG3",418.99
"Lcu.2RBY.Chr3p19622477","LG3",421.32
"Lcu.2RBY.Chr3p19899371","LG3",421.81
"Lcu.2RBY.Chr3p22106783","LG3",423.3
"Lcu.2RBY.Chr3p22008919","LG3",426.17
"Lcu.2RBY.Chr3p21986352","LG3",427.3
"Lcu.2RBY.Chr3p21902261","LG3",428.34
"Lcu.2RBY.Chr3p25080757","LG3",428.85
"Lcu.2RBY.Chr3p29081967","LG3",430.52
"Lcu.2RBY.Chr3p29081650","LG3",434.18
"Lcu.2RBY.Chr3p29081689","LG3",437.72
"Lcu.2RBY.Chr3p26254387","LG3",440.73
"Lcu.2RBY.Chr3p27204590","LG3",441.29
"Lcu.2RBY.Chr3p29080527","LG3",441.29
"Lcu.2RBY.Chr3p27203141","LG3",442.34
"Lcu.2RBY.Chr3p27519949","LG3",443.36
"Lcu.2RBY.Chr3p27520464","LG3",444.44
"Lcu.2RBY.Chr3p24240715","LG3",445.5
"Lcu.2RBY.Chr3p22109189","LG3",447.65
"Lcu.2RBY.Chr3p24239315","LG3",449.76
"Lcu.2RBY.Chr3p29081405","LG3",451.29
"Lcu.2RBY.Chr3p29081908","LG3",452.83
"Lcu.2RBY.unitig0289p1010665","LG3",454.3
"Lcu.2RBY.unitig0289p1010405","LG3",456.21
"Lcu.2RBY.unitig0289p1475631","LG3",457.64
"Lcu.2RBY.unitig0289p1477245","LG3",459.56
"Lcu.2RBY.unitig0289p1477184","LG3",460.99
"Lcu.2RBY.unitig0289p870626","LG3",462.9
"Lcu.2RBY.unitig0289p874369","LG3",464.31
"Lcu.2RBY.Chr3p27575141","LG3",465.32
"Lcu.2RBY.unitig0289p1919325","LG3",466.89
"Lcu.2RBY.unitig0289p1919326","LG3",467.36
"Lcu.2RBY.unitig0289p1919323","LG3",468.8
"Lcu.2RBY.unitig0289p1919417","LG3",469.76
"Lcu.2RBY.unitig0289p1919407","LG3",470.24
"Lcu.2RBY.unitig0289p1945637","LG3",471.21
"Lcu.2RBY.unitig0289p1946000","LG3",476.28
"Lcu.2RBY.Chr3p30178514","LG3",480.98
"Lcu.2RBY.Chr3p30178521","LG3",481.46
"Lcu.2RBY.Chr3p30177030","LG3",481.96
"Lcu.2RBY.Chr3p29722136","LG3",482.94
"Lcu.2RBY.Chr3p29606689","LG3",483.43
"Lcu.2RBY.Chr3p29605603","LG3",483.9
"Lcu.2RBY.unitig0289p1518014","LG3",485.31
"Lcu.2RBY.unitig0289p2126209","LG3",486.25
"Lcu.2RBY.unitig0289p1939866","LG3",486.71
"Lcu.2RBY.unitig0289p1348021","LG3",487.63
"Lcu.2RBY.unitig0289p1482536","LG3",488.56
"Lcu.2RBY.unitig0289p2197103","LG3",489.48
"Lcu.2RBY.Chr3p30642626","LG3",492.43
"Lcu.2RBY.Chr3p31201626","LG3",493.89
"Lcu.2RBY.Chr3p31067104","LG3",494.36
"Lcu.2RBY.Chr3p31066893","LG3",494.86
"Lcu.2RBY.Chr3p36039555","LG3",500.05
"Lcu.2RBY.Chr3p36278875","LG3",501.05
"Lcu.2RBY.Chr3p38271565","LG3",502.6
"Lcu.2RBY.Chr3p38833761","LG3",504.68
"Lcu.2RBY.Chr3p44194958","LG3",509.04
"Lcu.2RBY.Chr3p38759088","LG3",514.75
"Lcu.2RBY.Chr3p38759090","LG3",515.76
"Lcu.2RBY.Chr3p38759046","LG3",518.45
"Lcu.2RBY.Chr3p52488530","LG3",522.35
"Lcu.2RBY.Chr3p52488520","LG3",523.35
"Lcu.2RBY.Chr3p49189599","LG3",529.85
"Lcu.2RBY.Chr3p50905279","LG3",533.71
"Lcu.2RBY.Chr3p50883241","LG3",534.72
"Lcu.2RBY.Chr3p44563158","LG3",535.22
"Lcu.2RBY.Chr3p44594238","LG3",536.22
"Lcu.2RBY.Chr3p44111934","LG3",537.21
"Lcu.2RBY.Chr3p46583537","LG3",539.24
"Lcu.2RBY.unitig5627p6347","LG3",540.74
"Lcu.2RBY.Chr3p44594501","LG3",542.76
"Lcu.2RBY.Chr3p52191764","LG3",544.82
"Lcu.2RBY.Chr3p52588546","LG3",545.85
"Lcu.2RBY.Chr3p50904940","LG3",546.93
"Lcu.2RBY.Chr3p52863755","LG3",549.25
"Lcu.2RBY.Chr3p53048339","LG3",552.07
"Lcu.2RBY.Chr3p52488668","LG3",553.61
"Lcu.2RBY.Chr3p52488675","LG3",554.11
"Lcu.2RBY.Chr3p52489201","LG3",555.17
"Lcu.2RBY.unitig3379p208178","LG3",556.7
"Lcu.2RBY.Chr3p50672754","LG3",558.77
"Lcu.2RBY.Chr3p45645932","LG3",560.31
"Lcu.2RBY.Chr3p45645872","LG3",561.89
"Lcu.2RBY.Chr3p45645821","LG3",563.47
"Lcu.2RBY.Chr3p45645783","LG3",563.99
"Lcu.2RBY.Chr3p45647602","LG3",567.15
"Lcu.2RBY.Chr3p49139728","LG3",567.64
"Lcu.2RBY.Chr3p49190366","LG3",568.14
"Lcu.2RBY.Chr3p49190491","LG3",570.83
"Lcu.2RBY.Chr3p49189964","LG3",572.93
"Lcu.2RBY.Chr3p50883207","LG3",573.41
"Lcu.2RBY.Chr3p49253961","LG3",574.4
"Lcu.2RBY.Chr3p38834054","LG3",575.55
"Lcu.2RBY.Chr3p49139933","LG3",579.88
"Lcu.2RBY.Chr3p59086556","LG3",586.01
"Lcu.2RBY.Chr3p59086596","LG3",586.54
"Lcu.2RBY.Chr3p60580119","LG3",588.74
"Lcu.2RBY.Chr3p64035806","LG3",589.76
"Lcu.2RBY.Chr3p68783926","LG3",592.34
"Lcu.2RBY.Chr3p68783916","LG3",593.33
"Lcu.2RBY.Chr3p56813191","LG3",594.38
"Lcu.2RBY.Chr3p59088146","LG3",594.87
"Lcu.2RBY.Chr3p58658362","LG3",595.38
"Lcu.2RBY.Chr3p61109329","LG3",596.44
"Lcu.2RBY.Chr3p65681991","LG3",597.48
"Lcu.2RBY.Chr3p72040585","LG3",599.57
"Lcu.2RBY.Chr3p73189456","LG3",601.1
"Lcu.2RBY.Chr3p73176041","LG3",602.1
"Lcu.2RBY.Chr3p73407741","LG3",603.05
"Lcu.2RBY.Chr3p74796227","LG3",604.03
"Lcu.2RBY.Chr3p84126007","LG3",605.74
"Lcu.2RBY.Chr3p83978131","LG3",607.44
"Lcu.2RBY.Chr3p74796140","LG3",609.53
"Lcu.2RBY.Chr3p87946847","LG3",610.51
"Lcu.2RBY.Chr3p111033928","LG3",611.53
"Lcu.2RBY.Chr3p111033919","LG3",612.02
"Lcu.2RBY.Chr3p92417317","LG3",614.19
"Lcu.2RBY.Chr3p111034233","LG3",616.91
"Lcu.2RBY.Chr3p111592056","LG3",617.98
"Lcu.2RBY.Chr3p92790444","LG3",618.5
"Lcu.2RBY.Chr3p99322797","LG3",619
"Lcu.2RBY.Chr3p75695234","LG3",623.96
"Lcu.2RBY.Chr3p75696818","LG3",627.9
"Lcu.2RBY.Chr3p75696901","LG3",629.45
"Lcu.2RBY.Chr3p75696941","LG3",630.42
"Lcu.2RBY.Chr3p75696926","LG3",630.9
"Lcu.2RBY.Chr3p75570718","LG3",631.89
"Lcu.2RBY.Chr3p80752097","LG3",632.89
"Lcu.2RBY.Chr3p77039569","LG3",634.95
"Lcu.2RBY.Chr3p83142987","LG3",635.99
"Lcu.2RBY.Chr3p83143057","LG3",638.1
"Lcu.2RBY.Chr3p83143055","LG3",639.55
"Lcu.2RBY.Chr3p83978633","LG3",640.04
"Lcu.2RBY.Chr3p77630358","LG3",640.56
"Lcu.2RBY.Chr3p100181403","LG3",641.09
"Lcu.2RBY.Chr3p111031244","LG3",642.66
"Lcu.2RBY.Chr3p115279354","LG3",648.51
"Lcu.2RBY.Chr3p131020289","LG3",655.97
"Lcu.2RBY.Chr3p131020333","LG3",660.63
"Lcu.2RBY.Chr3p136867932","LG3",663.41
"Lcu.2RBY.Chr3p133924123","LG3",664.48
"Lcu.2RBY.Chr3p133218005","LG3",665.54
"Lcu.2RBY.Chr3p135529926","LG3",666.59
"Lcu.2RBY.Chr3p136438113","LG3",667.62
"Lcu.2RBY.Chr3p145706588","LG3",668.67
"Lcu.2RBY.Chr3p134912331","LG3",669.68
"Lcu.2RBY.Chr4p338983403","LG3",670.17
"Lcu.2RBY.Chr3p134912885","LG3",670.68
"Lcu.2RBY.Chr4p338983308","LG3",673.37
"Lcu.2RBY.Chr3p126256457","LG3",676.56
"Lcu.2RBY.Chr3p126256358","LG3",677.04
"Lcu.2RBY.Chr3p126258588","LG3",678.03
"Lcu.2RBY.Chr3p125233880","LG3",679.02
"Lcu.2RBY.Chr3p125233845","LG3",680
"Lcu.2RBY.Chr3p127971915","LG3",683.06
"Lcu.2RBY.Chr3p145710044","LG3",685.1
"Lcu.2RBY.Chr3p139216326","LG3",686.11
"Lcu.2RBY.Chr3p139159569","LG3",687.76
"Lcu.2RBY.Chr3p126060718","LG3",689.49
"Lcu.2RBY.Chr3p126061557","LG3",690.01
"Lcu.2RBY.Chr3p133218561","LG3",691.05
"Lcu.2RBY.Chr3p139158333","LG3",692.64
"Lcu.2RBY.Chr3p139158322","LG3",693.69
"Lcu.2RBY.Chr3p169174339","LG3",696.41
"Lcu.2RBY.Chr3p169174402","LG3",697.43
"Lcu.2RBY.Chr3p173601772","LG3",699
"Lcu.2RBY.Chr3p170655201","LG3",700.06
"Lcu.2RBY.Chr3p173387375","LG3",701.69
"Lcu.2RBY.Chr3p170668297","LG3",703.78
"Lcu.2RBY.Chr3p189989876","LG3",704.86
"Lcu.2RBY.Chr3p156704013","LG3",705.37
"Lcu.2RBY.Chr3p155354670","LG3",706.38
"Lcu.2RBY.Chr3p155355044","LG3",706.88
"Lcu.2RBY.Chr3p154093367","LG3",707.88
"Lcu.2RBY.Chr3p162867451","LG3",710.01
"Lcu.2RBY.Chr3p163001443","LG3",710.52
"Lcu.2RBY.Chr3p156637642","LG3",711.56
"Lcu.2RBY.Chr3p156503473","LG3",712.55
"Lcu.2RBY.Chr3p174264221","LG3",713.51
"Lcu.2RBY.Chr3p174264269","LG3",714.44
"Lcu.2RBY.Chr3p174264304","LG3",714.91
"Lcu.2RBY.Chr3p174556797","LG3",715.9
"Lcu.2RBY.Chr3p229399155","LG3",718.07
"Lcu.2RBY.Chr3p229328705","LG3",720.27
"Lcu.2RBY.Chr3p229043898","LG3",722.96
"Lcu.2RBY.Chr3p226860940","LG3",724.51
"Lcu.2RBY.Chr3p228948361","LG3",726.14
"Lcu.2RBY.Chr3p229328266","LG3",727.17
"Lcu.2RBY.Chr3p227992167","LG3",728.18
"Lcu.2RBY.Chr3p241549030","LG3",730.79
"Lcu.2RBY.Chr3p243385778","LG3",731.82
"Lcu.2RBY.Chr3p244054796","LG3",732.85
"Lcu.2RBY.Chr3p243385316","LG3",733.86
"Lcu.2RBY.Chr3p243722045","LG3",734.85
"Lcu.2RBY.Chr3p242028758","LG3",736.32
"Lcu.2RBY.Chr3p237191584","LG3",737.74
"Lcu.2RBY.Chr3p237168603","LG3",738.25
"Lcu.2RBY.Chr3p238024472","LG3",739.3
"Lcu.2RBY.Chr3p237061878","LG3",739.82
"Lcu.2RBY.Chr3p238562574","LG3",740.36
"Lcu.2RBY.Chr3p240716157","LG3",740.89
"Lcu.2RBY.Chr3p238854776","LG3",741.93
"Lcu.2RBY.Chr3p238559331","LG3",742.47
"Lcu.2RBY.Chr3p237191677","LG3",743.53
"Lcu.2RBY.Chr3p237308236","LG3",744.03
"Lcu.2RBY.Chr3p238408431","LG3",745.03
"Lcu.2RBY.Chr3p239895310","LG3",746.03
