"REF_DATE","GEO","DGUID","Summary table","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","8","","","","0"
"2011","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","9","","","","0"
"2012","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","9","","","","0"
"2013","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","10","","","","0"
"2014","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","11","","","","0"
"2015","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","11","","","","0"
"2016","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","11","","","","0"
"2017","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","12","","","","0"
"2018","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","13","","","","0"
"2019","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","14","","","","0"
"2020","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","14","","","","0"
"2021","New Brunswick","2016A000213","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16942935","7.26","16","","","","0"
"2000","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","1","","","","0"
"2001","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","1","","","","0"
"2002","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","1","","","","0"
"2003","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","1","","","","0"
"2004","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","2","","","","0"
"2005","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","2","","","","0"
"2006","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","2","","","","0"
"2007","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","2","","","","0"
"2008","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","3","","","","0"
"2009","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","3","","","","0"
"2010","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","3","","","","0"
"2011","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","4","","","","0"
"2012","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","4","","","","0"
"2013","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","4","","","","0"
"2014","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","5","","","","0"
"2015","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","5","","","","0"
"2016","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","5","","","","0"
"2017","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","5","","","","0"
"2018","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","6","","","","0"
"2019","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","6","","","","0"
"2020","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","6","","","","0"
"2021","New Brunswick","2016A000213","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16942936","7.27","7","","","","0"
"2000","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","27","","","","0"
"2001","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","27","","","","0"
"2002","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","27","","","","0"
"2003","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","27","","","","0"
"2004","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","27","","","","0"
"2005","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","26","","","","0"
"2006","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","25","","","","0"
"2007","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","25","","","","0"
"2008","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","24","","","","0"
"2009","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","26","","","","0"
"2010","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","26","","","","0"
"2011","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","26","","","","0"
"2012","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","25","","","","0"
"2013","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","24","","","","0"
"2014","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","24","","","","0"
"2015","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","24","","","","0"
"2016","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","25","","","","0"
"2017","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","25","","","","0"
"2018","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","25","","","","0"
"2019","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","24","","","","0"
"2020","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","27","","","","0"
"2021","New Brunswick","2016A000213","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16942945","7.36","30","","","","0"
